move_prefix_hash	position_key	matched_ply	eco	name	family	lineage	frequency	sample_count	confidence
9a327ea0a252c988	b8b1343528d6b209	8	D12	Slav Defense: Quiet Variation, Schallopp Defense	D	queen_pawn/slav	1	1	0.9500
dbec116e06c49c1a	b929327763ea5c92	3	D06	Queen's Gambit	D	queen_pawn/queens_gambit	12	12	0.7000
3886a0e15ec7f3c9	b96af0b00211b926	5	C03	French Defense: Tarrasch Variation	C	open_games/french	5	5	0.8000
8b3794262a06a0cd	badcbeb568c8253b	7	E01	Catalan Opening: Closed	E	indian/catalan	1	1	0.9000
c74a52a5347db0d0	badcbeb568c8253b	7	E01	Catalan Opening: Closed	E	indian/catalan	1	1	0.9000
4d796683ca1580b9	bbe06510dcfec768	1	A10	English Opening	A	flank/english	11	11	0.6000
02b38bfcf8a2c80e	bbf1866ada4acfb2	10	B16	Caro-Kann Defense: Bronstein-Larsen Variation	B	semi_open/caro_kann	1	1	0.9800
e01fa680567e156a	bc2a09f8fd2cad45	6	B11	Caro-Kann Defense: Two Knights Attack, Mindeno Variation	B	semi_open/caro_kann	1	1	0.8500
e4c2b36ff5fc8e95	bc44ea6b93b12a08	3	B21	Sicilian Defense: McDonnell Attack	B	semi_open/sicilian	1	1	0.7000
cf129167cd084f06	bc6ebf6b16779b7a	11	E26	Nimzo-Indian Defense: Sämisch Variation	E	indian/nimzo_indian	1	1	0.9800
3d2f09a8c8fe1bd3	bd8a5e52f96d5936	3	A06	Zukertort Opening: Tennison Gambit	A	flank/zukertort	1	1	0.7000
